body,created_at,rate,product_name,user_name
سلام از گوشی تا الان خیلی راضی هستم اما دیجی کالا در فرستادنش خیلی بدقولی کرد در مجموع گوشیه خوبیه دوربینش هم من خیلی راضی بودم ,4 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,فرحناز بنی اسدیان کلهرودی
عالی خیلی زودم به دستم رسید,30 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,حسین پاک سرشت
به قیمت بود,20 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,امیرحسین حاجی نصیری
"گوشی که به دستم رسید به بسته بندی توجه نکردم انگار یکبار باز شده بود و روی صفحه ال سی دی سلفون مخصوص گوشی نو وجود نداشت و استفاده شده بود .
بعد از حدود ۲۰ روز استفاده دارم نظرم رو مینویسم باتری افتضاح زود خالی میشه و موقع استفاده گوشی داغ میکنه 
و کلا وقتی یه ساعت استفاده بشه هنگ میکنه 😓
سرعت شارژ گوشی بسیار پایین پورت شارژ سریع نداره و سرعت اتمام شارژ بالا
حیف پول ",18 مرداد 1404,2,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
عالییییییییییی ,17 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,منور مهاجری بهار
عالی، با کیفیت، پیشنهاد میکنم بخرید ,15 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,شاهین مجیدی
من که ازش راضی هستم پیشنهاد میکنم که خیلی عالیه,4 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
نسبت به قیمتش گوشی عالی هست,13 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
همونی که سفارش دادام عالی,12 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,ایوب قربانی
سلام درود من شماره ریجستری رو کم کردم باید جکار کنم ,12 آبان 1404,1,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,یوسف پورابراهیم
از فروشگاهی در اهواز با قیمت ۲۵۵۰۰۰۰۰۰ خریدم.بسیار گوشی خوبیه از همه نظر.,12 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمد عفری
"عالی بود رنگ صورتی گرفتم 
رم بالا و کیفیتش عالی بود",11 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمد عسکری تاج آبادی
"گوشی خوبیه
انتظار دوربین خیلی باکیفیت نداشته باشید
ضخامت گوشی هم نسبتا زیاده
کیفیت صفحه عالیه
توی این رنج قیمت تقریبا بهترینه",11 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمد شاه علی
قیمتش نسبت به بازار بیشتره ,11 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
عالیه ، در این رنج قیمت واقعا خوبه ,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
عالیه زود به دستم رسید ,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,احمد محمدی
گوشی خوبیه راضیم,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,صغری صفری جدانوکری
عالی واقعا گوشی خوبیه,10 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمدصادق بهامن
عالی از همه لحاظ,9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمود نجف علی پور جارچلو
گوشی خوبی هستش کار راه انداز,9 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سیداحمد موسوی
"سلام بعد یک هفته استفاده از گوشی نظرم مینویسم
گوشی با کیفیت خوش ساختیه وسبک هستش بخاطر بالانس وزنیش سبکه خوش دسته چیپستش قویه پابجی نیو استیت و  رو گرافیکultra 60fpsمیاره پابجی اصلی همHDRو45FPS تو رده  خودش و رقابش جز تنها گوشی هایی که کالافم 60FPSمیاره دوربینش هم خوبه باتریش هم میتونم 8ساعت بدون توفق بازی کنم یک ساعت فری فایر بازی کردم فقط12درصد کم کرد سامسونگ حسابی تو هوش مصنوعی ریخته از دستیارGemeniتاAIاینتالیژین سریAو ترجمه ها bixby visionفقط حیف با این که صفحهsuper AMOLEDهست AODو دستیار bixbyرو سامسونگ نذاشته توش این تنها ضعف جزیشه تو امکانات نرم افزاری  همه چیش عالیه و سرعت شارژ45Wنداره و روشنایی صفحه اش هم خوبه مشکل بعدیش هم چون اگزینوس هستش  پردازنده اش یکم داغ زیاد میکنه و آنتن دهیش ضعیفه به نسبت اسنپ دارگون در کل گوشی روان عالی پرسرعت و مناسب بازی و استفاده نیمه سنگین با کلی هوش مصنوعی دیجی کالا هم دوروزه گوشی تحویل داد خیلی ممنونم گوشی هم واقعا ویتنام هستش و اصلیه ",9 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمدرضا محبی پور
"بموقع رسید
کاملا پامپ و آکبند
فعالسازی بدون مشکل
گوشی هم که تومشخصات اومده
رویهمرفته عالی",9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,فرشاد فرخ نیا
"همچین عالی فقط اینکه دوربین رو حالت ۵۰ مگا پیکسل زوم نمیکنه و زوم نمیشه  این بده ....باید عکس بگیری بعد زوم کنی 
باتری عالی. نرم افزار عالی. سرعت عالی ",9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,حسین عطائی
گوشی پلمپ به دستم رسید واقعا عالی بود,8 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,سجاد تدین
"قیمت غیر واقعی دارد و 25 میلیون تومان الان در آبان ماه 1404 ارزشمند نیست به جای آن میتوان A17 5G یا همین مدل را در نسخه 128 گیگ خریداری کرد.
قیمت ارزنده این موبایل در محدوده 22 میلیون است. در غیر این صورت سایر گزینه ها ارزنده هستند.",8 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
عالییییییییی,8 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,امیر تیموری
 سرعت شارژ بالایی داره  در اجرای برنامه ها  سرعتش خیلی خوبه  گوشیه با کیفیتیه  تو این رنج قیمت ۲۶ ،۲۷تومن گوشی فوق العاده ایه,8 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A26 دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,محمد خان احمدی
گوشی خوب و کاربردی هست ,13 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,مسعود حیدری ثانی
باسلام قیمت عالی ولی بعضی وقتها صفحه اش قفل میکند ،,13 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,منصور امینی
سلام . نسبت به قیمتش گوشی مناسبیه .,13 آبان 1404,4, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,یزدان فرامرزی
به موقع به دستم رسید.,12 آبان 1404,4, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,اصغر نوری
"قطب نما نداره !!!
توی ویژگی های محصول نوشته شده بود دارای قطب نما.",12 آبان 1404,2, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
گوشی اقتصادی خوبیه,11 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
گوشی خوبی هست و برای پسرم گرفتم کیفیتشم خوبه,11 آبان 1404,4, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,محمد جواد میلانی
"بسیار عالی نسبت به قیمت
خوش دست و زیبا و با کیفیت",11 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,حمید نعمتی
تازه گرفتم . بنظر خوبه,10 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
عالی بود اقتصادی ترین گوشی,10 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,رضا اروجلو
خوبه راضی هستم ,10 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,حمیدرضا رشادی صومعه زرین
به من کد فعالسازی ۶رقمی رو ندادن نمیتونم فعالسازی کنم,10 آبان 1404,4, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,غلامرضا روحبخش
"اصلاً گوشی خوبی نیست.
از خریدش واقعاً پشیمونم.
هیچ امکاناتی بابت اکانت درست کردن نداره، پیامک ها رو  خیلی محدود باید بنویس والا ارسال نمیشه.
صدای زنگ تلفن کم هست.
در کل جنس مزخرفیه",10 آبان 1404,1, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,مریم مجیدی
نسبت به قیمتش خوبه فقط صفحه نمایش بزرگی داره که اگر کوچیک تر بود بهتر بود.,10 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
"گوشی خوبیه بخرید با خیال راحت 
گوشی های اقتصادی سامسونگ از شیاومی بهترن 
ولی الان اگه میخوای سفارش بدی A07 بخر ",10 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,مجتبی فرجی تبار
"بسته بندی پاره شده بود حتی خواستم مرجوعی کنم که لازم داشتم استفاده کردم 
گوشی معمولی هستش انتظار خواسی نداشته باشید برای شبکه های اجتماعی و تماس تلفنی خوب هستش ",10 آبان 1404,1, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,احسان احسانیان
قیمت نسبت به  بازار کمی گرانتر بودسریع ارسال کردند ممنون,9 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,اکبر برخورداری
راضی بودم,9 آبان 1404,4, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,کاربر دیجی‌کالا
این که شارژ شدن و شارژ نگهداشتنش خوبه، تو پنج شش ماهی که دستمه، ولی واقعا از خریدش پشیمونم، دو روز خوبه ولی یدفعه تاچش هنگ میکنه و هیچ کاری نمیکنه و باید ده بار صفحه رو قفل و باز کنی تا درست بشه، واقعا رو مخ هست این هنگ تاچ، اگر رو این محدوده میخواید خرید کنید برید رو برند آنر ، وگرنه شیائومی هم مثه این مالی نیست,9 آبان 1404,0, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,رضا اعتمادی
خیلی عالیه واسه بار چندم خریدم,8 آبان 1404,5, گوشی موبایل سامسونگ مدل Galaxy A06 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت,روح اله غلامی
بسیار عالیه,14 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,حسین براتی
"عالی بود.
هنگی و کندی اصلا نداشت.
کلا هر مدلی میخرید رم ۸ گیگ اگه بخرید عالیه. رم ۶ گیگ خوبه. رم ۴ گیگ اصلا نخرید.",11 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,فرشید مؤمن نسب
این گوشی بنظرم ارزش خرید با این قیمت بالا را نداره!,9 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,عماد رضائی
گوشی عالیه از لحاظ دوربینش اوکی 👌 بود,9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,مسلم نوذری
عالی بود ,9 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,نیلوفر نوروزی اندیش
با این قیمت اصلا نمی ارزه,7 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
عالی ,7 آبان 1404,1,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,مسعود امامی پور
گوشی مناسبی در این رنج قیمته,7 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
قیمت عالی مرسی از دیجی ,4 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,فرهاد توکلی
گوشی خوبیه,4 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,اصغر شجاع پشکلو
"قطعا بهترین گوشی اقتصادی سامسونگ 

",1 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
گوشی خوبیه نسبت به هم رده های خودش,30 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
"واقعا متوجه نمیشم کسایی که با این قیمت خرید میکنن واقعا ارزش خرید نداره 20 تومن این گوشی همون نسل قبلیه اصلا تفاوت ندارن همینجوری نسل قبلی هم 15 تومن زیاده براش هزینه کنید چه برسه این مدل این قیمت.
با این قیمت خیلی گوشی های بهتر میشه گرفت.
نخریدددددددددد",29 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
خرید را پیشنهاد میکنم  ,28 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
"به کجاها رفتیم !!
یه گوشی بی ارزش و بدرد نخور چرا باید اینقدر گرون باشه.",26 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا
درود. دوسیم نیست. و صدای اسپیکر هم خز خز میکنه,26 مهر 1404,3,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,جواد فعله کری
۳ ماه قبل با این قیمت میتونستی a26 بخری یا حق / &#039;_&#039; /,23 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,ساسان مولاپور
گوشی خوبیه,22 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,حسین رضائی
به لحاظ مشخصات بسیار قوی است اما فعلا قیمت بسیار بالا است فعلا اصلا ارزش نداره,16 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,مهدی دهقانی فتح آبادی
گوشی خوب و باکیفیتی است,15 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A17 4G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت - ویتنام,مرتضی گلعذار
"خوب بود
",7 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
"من که نزدیک دوسال دارم استفاده میکنم
برا بازی های مث کالاف پابجی فری فایر گوشی  عالی هستش
کیفیت دوربین خوب و به درد عکاسان گوشی میخوره
عمر و سرعت شارژ عالی
دیگه به هر حال عالی و همه کاره هستش
",29 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
کاش با این قیمت شیائمی میخریدم، حاشیه صفحه نمابش زیاد، بدنه پلاستیکی. دوربین معمولی، پردازنده ضعیف، نبودن شارژر داخل جعبه، ارزش نداشت، الانم همش هنگ میکنه,29 مهر 1404,2,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
عالیه,26 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
کیفیت خوبی داره,14 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
"جایی زندگی میکنیم که گوشی بعد دو سه سال استفاده سه برابر وقتی که خریدی قیمت میخوره..
اینجوری که پیش میره دو سه سال دیگه گوشی های بالارده یه میلیارد میشن و همین میانرده ها دویست سیصد تومن...
من که دیگه رد دادم",14 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
یادش بخیر ۳ سال پیش خریدمش ۱۰ تومن,14 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
گوشی بسیار خوبیه خیلی راضیم,11 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,کاربر دیجی‌کالا
هنوز کسی پیدا میشه گوشی از رده خارج با این قیمت بخره,8 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,یونس رحیمی
نسبت به قیمتش مناسب بود,8 مهر 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,محسن عینی
تو رده های خودش جزو بهترین گوشی های بود که تولید شد هنوزم به نظرم ارزش خرید داره با توجه به قیمت بقیه گوشی ها تازه بعضی از قابلیت هاش از بقیه گوشی های بعد خودش بهتره,7 مهر 1404,0,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,سعید وظیفه
توزمان خودش خوب بود🫠,7 مهر 1404,3,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,علی قائدرحمتی
گوشی خوبیه ,20 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,رسول صمدی خراجو
عالی بود ,12 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,علی فتحی
تاالان که ۲سال دارم فقط باطریش ضعیف شده,8 شهریور 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,منوچهر شیخ امیرانلو
خیلی عالیه،بسته بندی خوبی داشت ,31 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,محبوبه نرگس خانی دلیگانی
عالی ,27 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,نسترن فرجی
۲ ساله دارمش گوشی خوبیه,21 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,فاطمه سادات حسینی
مطابق انتظار,17 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,مرتضی روحی
خیلی گوشی خوب و عالی هست,13 مرداد 1404,5,گوشی موبایل سامسونگ مدل Galaxy A34 5G دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت,میثم سالاروند
من زمان خوبی خریدم,13 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,جعفر اکبری
من الان گوشی به دستم رسید کد فعالسازی روشه ولی میزنه دستگاه غیرقانونی هست و خدمات نخواهد گرفت.,8 آبان 1404,0,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,محمد تفکری عبد
سلام خوب بود,6 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,مرتضی مزروعی احمدسرائی
"هم به موقع به دستم رسید و هم اینکه کالا بدون نقص بهم تحویل داده شد 
گوشی a36  رو هم باید عرض کنم که ۱۳ پرومکس دستم بود و فروختم و الان دارم با a36 کار می‌کنم و چندان احساس بدی بهم دست نمیده 
در مجموع سامسونگ با وان یو آی ۸ گام بزرگی برداشته",4 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,اسماعیل مهران فر
خوبه گوشی بدی نیست,4 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,علی اکبر پارسائیان
بدنیست داغ میکنه زود,3 آبان 1404,4,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,مهدی کاسه گران
"سلام به همه ی دوستان. سابقه ی تجربیات عزیزان کاملآ مشخص و گویاست. از اونجایی که مطلب مهمی رو لازم دونستم بگم ، خواهش میکنم با دقت و حوصله وقت بگذارید و انجامش بدین. موضوع ضبط مکالمه بسیار اهمیت داره . با اینکه گوشی موبایلی که یه دستتون میرسه ساخت ویتنام هست ، اما منطقه ی فعال گوشی معمولا روی کشور امارات قرار داره . مفهومش اینه که اگه بخواین مثلاً ضبط مکالمه رو فعال کنید ، ظاهر امر نمیتونید ‌ اگر فریمور گوشی رو هم تغییر بدین و به وسیله ی نرم افزار Odin  که مخصوص نصب فایل رام کشورهای مختلف سامسونگ هست ، رام کشور ویتنام رو هم نصب کنید ، باز هم ضبط مکالمه فعال نمیشه! چاره چیه ؟ خیلی ساده است. از طریق لینک زیر وارد سایت بشین و بدون دانلود ۱ مگابایت اضافه و از طریق آموزش گفته شده ، منطقه گوشیتون رو به یکی از مناطقی که ضبط مکالمه در اونها اجازه داده شده ، فعال کنید . هیچ اطلاعاتی حذف نمیشه و با خیال راحت میتونید نرم افزار هاتون رو هم حفظ کنید . من حدودا بیش از ۵۰ گیگا بایت رام دانلود کردم و سرانجام با این آموزش موفق شدم رام دارای ضبط مکالمه رو نصب کنم . یک نکته مهم اینکه چون اکثر گوشی های دیجی کالا سفارش کشور امارات هست ، منطقه گوشی برای فعالسازی ضبط مکالمه ، یکی از کشورهای : لیبی یا مصر رو میتونید انتخاب کنید . یادتون باشه اگه رامی که فلش میکنید غیر از رام سفارش امارات باشه ، اینترنت ۵جی براتون فعال نمیشه!
https://www.zoomit.ir/mobile-learning/411005-change-samsung-csc/",2 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,محسن اسفندیاری
گوشی عالی.,2 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,سیدحمید شهیدمدنی
تقریبا 2 میلیون و خورده ای گرون تر از سایت ترب و همچنین نزدیک 3 خورده ای گرون تر از کف بازار. ,2 آبان 1404,3,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,آزاده شهمیرزادی
باسلام گوشی خوبیه پیشنهاد میشه تا رنج ۳۰ تومن ,2 آبان 1404,5,گوشی موبایل سامسونگ مدل Galaxy A36 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت - ویتنام,حسین نبی زاده
