body,created_at,rate,product_name,user_name,label,positive_prob
گوشی خوبیه. من چهار ساله خریدم و راضی م.,23 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,سیدرضا موسوی فرد,مثبت,0.8807970779778825
گوشی وواقعا در رنج قیمتی عالیه دوربین و صفحه نمایش و رم و و حافظه عالی  و بی,22 شهریور 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,حسین زارع,مثبت,0.7310585786300049
زیاد تعریفی نبود.همان ابتدای استفاده مشکل فنی پیدا کرد و رفع عیب شد,15 شهریور 1404,4.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,سجاد اکبری,منفی,0.2689414213699951
حرف نداره,2 شهریور 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,هادی مسلمی,مثبت,0.5
عااالی بود ,25 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,مهدی آرمون,مثبت,0.5
قیمت و کیفیت عالی ,14 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,امیر کبیری,مثبت,0.8807970779778825
اصلی بود,13 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,علی نمازیان,مثبت,0.5
گوشی خیلی خوبی هستش اصلا هنگ نمیکنه,10 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,پیمان محمدظاهری,مثبت,0.7310585786300049
عالی,9 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,امیر کریمی شفیع ,مثبت,0.7310585786300049
 عالی بود انتن دهی و عکاسیش هم قابل قبول,11 خرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,معصومه فتاح,مثبت,0.7310585786300049
زیاد گوشی جالبی نیست. بزرگترین عیبش هم اینه که خود به خود میره روی حالت safe mode و باید دایم ریستارت بشه,16 اردیبهشت 1404,2.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,پرستو  پروند,مثبت,0.5
عالی برای کلاسهای مجازی دخترم گرفتم چندساله استفاده میکنه مشکلی نداشتیم,1 اردیبهشت 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,لیلا خسروی,مثبت,0.5
عالی,28 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,مهدی کریمی,مثبت,0.7310585786300049
عالی است,13 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,Mosa Mosavi,مثبت,0.7310585786300049
من این گوشی رو دوبار سفارش دادم از بس خوب بوده تو این ۴ سال,26 اسفند 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,امید خداویردی,مثبت,0.7310585786300049
همین الانم داریم استفاده میکنیم بعد از ۴ سال و عالیه میتونم بگم,26 اسفند 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,امید خداویردی,مثبت,0.7310585786300049
گوشی مناسبی هست با این قیمت,26 اسفند 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,کاربر دیجی‌کالا,مثبت,0.5
عالی بود ,21 اسفند 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A12 SM-A125F/DS دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت,رسول عسگری,مثبت,0.7310585786300049
لطفا موجود کنید,14 دی 1403,0.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,عسل اسماعيلی,مثبت,0.5
"این گوشی عالیه خیلی راضی ام 
و اگر کابل داشته باشی که به تلوزیون بخوره حالت نوس پد میشه و روی تلوزیون مثل کامپیوتر کار میکنه واقعا فوق‌العاده است",9 شهریور 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.8807970779778825
موجودش کنید خواهشا,22 فروردین 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,سید حیدر عمادی,مثبت,0.5
خیلی خیلی عالی یک پرچمدار تمام عیار و پر از جذابیت فقط حیف که پول ما بی ارزشه,17 فروردین 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,سرورالسادات عمادی جندقی,مثبت,0.7310585786300049
خوب بود ولی رنگش کاش مشکی بود شانس من قرمز موجود شد,12 فروردین 1401,4.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.7310585786300049
موجود کنید موجود کنید موجود کنید........,11 فروردین 1401,3.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.5
سلام شکی نیست که  این گوشی یک پرچم دار تمام عیار است اما متأسفانه  سامسونگ در طراحی کم کاری می کنه و الان اگر یک a32 رنگ‌ مشکی را در کنار این گوشی بگذارید تغییر فقط در سایز لنز ها خواهد بود,11 فروردین 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,غلام حیدر تزده,مثبت,0.5
سلام خسته نباشید لطفاً این کالا را در تعداد بالا موجود کنید که من بتوانم خرید کنم,10 فروردین 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.5
"پارسال s21 ultera  خریدم
همین دیجی کالا آورد خریدم
۳۲۵۰۰
امسال ندیدم s22 آورده
دیر متوجه شدم
هرچی هم صبر میکنیم
موجود نمیشه
خواهشا موجود کن",7 فروردین 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,امین اسمی,مثبت,0.5
لطفا موجود کنید,5 فروردین 1401,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.5
این گوشی فوق العاده مرسی از دیجیتالی برای این قیمت خوب و استثنایی,29 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کسری پورخسرو,مثبت,0.7310585786300049
"با تاخیر به دستم رسید اما بسیار عالی بود 
ممنون از دیجی کالا و داریا همراه که با قیمت مناسب این کالا رو در اختیار ما گذاشتند",28 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,رامین جهانشیری,مثبت,0.8807970779778825
در کل ممنون از دیجی کالا بابت خدمات عالیشون و امیدوارم فرآیند تامین و مدیریت برنامه‌ ریزی تحویل مرسوله ها بهبود داشته باشه,28 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,فرهود طاهریان,مثبت,0.7310585786300049
"لطفا در تعداد بالا موجود کنین که من هم بتونم بخرم
تا میام بخرم ناموجود میشه
فعلا قیمت دیجی کالا از همه جا مناسبتره",26 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,مهران زارع,مثبت,0.5
خرید این گوشی کاملا توصیه می شود.,26 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.5
"بشدت پیشنهاد میکنم بهتون که اگه قصد خرید گوشی دارید حتما اینو بخرید
اصلا و ابدا با آیفون مقایسه اش نکنید این خیلی سر تره
مرسی از دیجی کالا و داریا همراه که پیگیری کردن و قبل از عید به دستم رسوندنش 
گلکسی بادز دو هم به عنوان هدیه روش هست که مال من سفیده",25 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,منفی,0.2689414213699951
بسیار عالی و با کیفیت,25 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,مهدی علیشیری,مثبت,0.8807970779778825
قیمت از همه جا بهتر بود حتی بدون هدیه هم می‌ارزید ,25 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,منفی,0.2689414213699951
بعد از انتظار طولانی بالاخره این گوشی به همراه هدیه به دست من رسید. خود گوشی که بسیار عالی هست و نیازی به تعریف نداره، رنگ گلکسی بادز هدیه هم  زیتونی هست که ممکنه برای هر کسی به صورت رندم و تصادفی ارسال شده باشه.,25 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.7310585786300049
بعد از ۲ هفته انتظار امروز به دستم رسید. خود گوشی که عالی هست و اگه که با سیستم عامل اندروید راحت‌ترید میتونم بگم بهترین گوشی هست که میتونید بخرید همراه باهاش گلکسی بادز ۲ هم بود که زیتونی ارسال کردند برای من، قیمتش هم بسیار مناسب بود نسبت به بقیه جاها تنها ایرادی که میتونم بگیرم این بود که با تاخیر به دستم رسید,23 اسفند 1400,5.0,گوشی موبایل سامسونگ مدل Galaxy S22 Ultra 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت به همراه هدفون بی سیم Galaxy Buds 2 ,کاربر دیجی‌کالا,مثبت,0.7310585786300049
بسیار عالی,16 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,امیر بغدادی,مثبت,0.7310585786300049
اصل اصل,14 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,حسن مرادی,مثبت,0.5
خوبع,4 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,کاربر دیجی‌کالا,مثبت,0.7310585786300049
"من بعد ۴سال استفاده نظر میدم
گوشیه خوبیه و محکمه",23 تیر 1404,3.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,صادق نورانی کلخوران,مثبت,0.7310585786300049
خیلی خیلی عالی بود و استفاده از آن دوست داشتنی بود,22 خرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,کاربر دیجی‌کالا,مثبت,0.8807970779778825
گوشی بسیار عالی و فوق العاده دوست داشتنی با کارایی بالا و کیفیت بالا ,22 خرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,کاربر دیجی‌کالا,مثبت,0.9525741268224334
خوب و مطابق انتظار بود,20 خرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,میلاد اسدی نژاد,مثبت,0.7310585786300049
بد نبود، تنها مزیت فقط باتری,1 خرداد 1404,3.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,کامبیز باده پیمان,منفی,0.2689414213699951
با توجه به قیمت راضی هستم,24 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,سمیه  اسمعیلی,مثبت,0.7310585786300049
خوبه,7 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,محسن مطابق,مثبت,0.7310585786300049
کیفیت خوب,2 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,اصغر کافی افوشته,مثبت,0.8807970779778825
قیمت پایینتر از جاهای دیگه,2 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,اصغر کافی افوشته,مثبت,0.5
برا افراد سن بالا به درد میخوره سرعت پردازشش پایینه ,18 اسفند 1403,2.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,مهرداد عابدینی انگرابی,مثبت,0.5
عالی,5 بهمن 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,اصغر یزدانی,مثبت,0.7310585786300049
عالی برای مامان گرفتم خوب بود,1 دی 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,فرشته پورعبدالحسین,مثبت,0.8807970779778825
خوبه,26 آذر 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,امیرحسین نجفی,مثبت,0.7310585786300049
گوشیه خوبیه ازش راضیم,1 آذر 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,مهدی حسن زاده,مثبت,0.8807970779778825
گوشی خوب ومقاوم ,21 آبان 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,کاربر دیجی‌کالا,مثبت,0.7310585786300049
"خوب بوده
تبتب",13 آبان 1403,4.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,اسماعیل زراعتی,مثبت,0.7310585786300049
نسبت به قیمت اقساط خوبه,28 مرداد 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy A11 SM-A115F/DS دو سیم کارت ظرفیت 32 گیگابایت و 3 گیگابایت رم,کاربر دیجی‌کالا,مثبت,0.7310585786300049
چند سالی برام خوب کار کرد,11 آبان 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,کاربر دیجی‌کالا,مثبت,0.7310585786300049
عالی در حد خودش,2 آبان 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,محمدجواد هاشمی,مثبت,0.7310585786300049
"عالی بود
",28 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,محمدرضا پیمائی سنجدک,مثبت,0.7310585786300049
خیلی بد بود و خراب هم بود پیشنهادش نمی کنم,18 مهر 1404,1.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,Amir  Arianpour,منفی,0.11920292202211755
عالی بود,12 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,خلیل الله کوهی وردهکردی,مثبت,0.7310585786300049
عالیه نسبت به قیمت خوبه,11 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,کاربر دیجی‌کالا,مثبت,0.8807970779778825
عالی ,8 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,سیده معصومه ساعتلو,مثبت,0.7310585786300049
عااالی بود,7 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,پروین حسنوند,مثبت,0.5
عالی و کاربردی ,1 مهر 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,محمد دره کی,مثبت,0.7310585786300049
من ۵ ساله ازش استفاده کردم است هیچ وقت هنگ نکرد کیفیت دوربینشم عالیه,23 شهریور 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,امیر محمد جلالوند,مثبت,0.8807970779778825
خوب بود 👍,23 شهریور 1404,4.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,مهدی کرمی,مثبت,0.7310585786300049
تو رده خودش گوشی واقعا خوبیه,15 شهریور 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,مهدی فدائی,مثبت,0.7310585786300049
خوب و قابل قبول بود,7 شهریور 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,کورش محمدی,مثبت,0.7310585786300049
هنگ میکنه,1 شهریور 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,کاربر دیجی‌کالا,مثبت,0.5
راضی بودم,29 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,سارا جعفرزاده,مثبت,0.7310585786300049
خیلی قشنگ است,26 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,صفیه نصیری,مثبت,0.7310585786300049
خوب,20 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,کاربر دیجی‌کالا,مثبت,0.7310585786300049
راضیم از خریدم ,20 مرداد 1404,4.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,حسین همایون زاده,مثبت,0.7310585786300049
راضیم  از خریدم ,20 مرداد 1404,4.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,حسین همایون زاده,مثبت,0.7310585786300049
بسیار عالی,16 مرداد 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy A10s SM-A107F/DS دو سیم کارت ظرفیت 32 گیگابایت,امیر بغدادی,مثبت,0.7310585786300049
بسیار با کیفیت کاربردی و زیبا از خریدش هرگز پشیمون نمی شید.,22 فروردین 1404,5.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا,مثبت,0.7310585786300049
"بیشتر از یکسال هست که این گوشی رو خریدم و میخوام تجربه خودم رو بنویسم:

۱. اول از همه از دوربین شروع میکنم که برای خودم خیلی مهم بود. دوربین این گوشی فوق‌العاده است. اینکه تو شب و بدون نور طوری عکس می‌گیره که همه جا واضح بیفته، کار هر گوشی‌ای نیست. زومش خیلی خوبه و تصاویر رو واضح میگیره. ال سی دی پشت گوشی اجازه میده سلفی‌های خوبی از خودتون با دوربین پشت بگیرید و کار گرفتن عکس جمعی رو هم راحت‌تر میکنه. تنها نقطه ضعفش اینه که رنگ‌ها رو غیر واقعی نشون میده.

۲. پردازنده گوشی قویه. ۹۹ درصد مواقع کار با گوشی روانه، البته من بازی‌های سنگین باهاش انجام ندادم ولی در بازی‌ها عادی مشکلی نداشت. بعضی مواقع، یکم هنگ می‌کنه که البته سریع برطرف می‌شه.

۳. باتری هم خوبه نسبتا. اگر کار سنگین با گوشی انجام ندید و دائم استفاده نکنید، یک روز رو کاملا نگه میداره و سریع هم شارژ میشه.

۴. اما اگر به عقب برگردم، با همه این خوبی‌ها این گوشی رو نمیخرم. تاشو بودن گوشی قابلیت جذاب در عین حال نقطه ضعفش هست. اینکه ویدئوهای تحلیل میگفتند که تاشو بودن بعد یه مدت عادی میشه، حداقل برای من اتفاق نیفتاد. اون قسمت تای وسط گوشی بعضی وقتا تجربه دیدن تصویر یا فیلم رو ناخوشایند می‌کنه.
اما مهم‌تر از همه اینها، محل تا به شدت حساسه و با کوچکترین شوک ال سی دی گوشی از اون قسمت می‌سوزه. اتفاقی که برای من هم افتاد و الان بعد یکسال از استفاده این گوشی، با یک ال سی دی سوخته در محل کناری وسط مواجهم. ال سی دی نو هم قیمت یه گوشی جدیده و نمی‌صرفه که بخری و بندازی‌.

امیدوارم این نظر برای انتخابتون مفید بوده باشه.",4 اسفند 1403,3.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,زینب خانی,منفی,0.2689414213699951
خیلی ظریف و قشنگه,28 آذر 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,شایان فرزان بخش,مثبت,0.7310585786300049
قیمت خریدعالی فقط ارسال باتأخیرانجام شد,16 آبان 1403,4.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا,مثبت,0.7310585786300049
بنفش  این سری گوشی zflip5 طیف رنگی مختلفی داره ، عکس مرتبطش رو میزاشتین حتما می‌خریم !,18 مهر 1403,0.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,محبوبه خوشدل میشامندانی,مثبت,0.5
خیلی عالیه من دوسال که zflip4خریدم و تا الان هم باتری خوبی داشته و اصلا اذیت نشدم در مورد خط صفحه وسطش هم وقتی داری کار میکنی باهاش اصلا متوجه نمیشی که گوشیت تاشو !!عکس و دوربینشم واقعا عالیه من و دوستم تو یه زمان گوشی خریدم من اینو و دوستم ایفون ۱۳ الان اون باتریش اوضاش خیلی خرابه و اینکه واقعا هیچ جذابیتی دیگه ندارن ایفون ها اگه ایفون هم یه تاشو بزنه خیلی عالی میشه ولی من از آیت سری سامسونگ واقعا لذت بردم و اینکه واقعا ایفون خز شده الان تو دبی و سنگاپور این تاشو ها خیلی رو مد و واقعا خیلی کلاس چون ایفون هارو میبینی کسایی دستشونه که معلومه با بدبختی خریدن که فقط بگن ایفون و این طرز فکر غلط آدم با هرچی خوش مجبور نیستی گرون بخری و پوز بدی الان این مدل گوشی بیشتر واسه پوز دادن مناسب😅,19 شهریور 1403,0.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,کاربر دیجی‌کالا,مثبت,0.7310585786300049
این گوشیها تنها حسنشون کم حجم بودنه وگرنه کارایی خاصی نسبت به بقیه ندارن اما اگر میشد یک صفحه چند لایه تاشو باشه که بشه اندازه پانزده اینچ خوب بود چونکه  باعث میشد چشم اذیت نشه و در موقع تماشای فیلم و بازی و برنامه های کاربردی زیادی مثل لپتاپ عمل کنه,18 شهریور 1403,3.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,مجید باخند,مثبت,0.7310585786300049
بسیار شیک و با کیفیت .سرعت عالی . باتری نسبتا ضعیف لوازم جانبی گران و کمیاب,26 مرداد 1403,4.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,ایمان دزکی نژاد,مثبت,0.5
ثبت گمرک نکردن,20 مرداد 1403,1.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,علی محمد رادنیا,مثبت,0.5
خوب تا میشه,24 خرداد 1403,5.0,گوشی موبایل سامسونگ مدل Galaxy Z Flip5 تک سیم کارت ظرفیت 512 گیگابایت و رم 8 گیگابایت - ویتنام,ali zabihi,مثبت,0.7310585786300049
